DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,AVGAGEHH,BTUEL,BTUNG,BTU,AGEHHMEM1,AGEHHMEMY
2178,0,2,7006,853,13826,2,1,4,0,1669,556,0,0,1113,1113,556,0,556,0,0,0,0,1113,0,209,1669,0,556,0,0,0,0,0,1113,0,0,1,1,74,1,1,0,2,1,1,0,0,11,74,47174,98361.8921,145535.8921,74,74
2179,0,4,2681,2220,9923,1,4,1,1,839,0,0,0,839,839,0,0,0,0,0,0,0,839,0,0,839,0,0,0,0,0,0,0,839,0,0,0,1,19,1,0,0,3,1,0,0,1,3,14,33857,5762,39619,19,1
2180,1,4,4941,1350,1520,3,5,1,1,888,0,0,0,888,888,0,0,0,0,0,0,0,888,0,0,888,0,0,0,0,0,0,0,888,0,0,1,1,38,2,0,0,3,1,0,0,0,7,20,5185,59902,65087,38,6
2181,0,1,4181,1591,7819,3,9,4,0,1280,0,0,0,1280,1280,0,0,0,0,0,0,0,1280,0,1280,0,0,0,0,0,0,0,1280,0,0,0,0,2,26,2,0,0,1,1,0,0,0,8,26,26679,37857.6357,64536.6357,26,54
2182,0,2,914,4327,26839,1,6,1,1,2351,0,0,400,1951,1951,400,0,0,0,400,0,0,1951,0,1951,400,0,0,0,400,0,0,1951,0,1,0,0,1,45,2,1,1,5,1,0,0,0,20,27.4,91574,59613.2209,151187.2209,45,4
2183,0,2,3176,1642,16371,3,5,3,1,2846,1323,36,0,1487,1487,1359,0,1323,0,0,0,36,1487,0,2846,1359,0,1323,0,0,0,36,1487,0,0,0,1,2,77,1,1,0,3,0,1,1,0,12,61.33333333,55858,67605,123463,77,37
2184,0,2,2128,2341,36657,3,9,4,0,2100,0,0,0,2100,2100,0,0,0,0,0,0,0,2100,0,2100,0,0,0,0,0,0,0,2100,0,0,0,1,1,75,1,1,0,2,0,1,0,1,6,76,125074,35684.0292,160758.0292,75,77
2185,0,2,4531,1404,16337,3,7,3,1,7344,1836,1836,400,3272,5108,2236,1836,0,0,400,0,1836,3272,0,6944,2236,1836,0,0,400,0,1836,3272,0,0,0,0,2,57,0,1,0,3,1,1,0,0,23,46,55742,87259,143001,57,24
2186,0,2,7764,659,4499,1,2,1,1,2184,728,0,0,1456,1941,243,728,0,0,0,0,0,1213,243,2184,0,728,0,0,0,0,0,1456,0,0,0,1,2,81,1,1,0,2,0,1,0,0,6,81,15351,94565,109916,81,81
2187,0,4,6329,808,9042,3,1,3,1,11383,0,0,0,11383,11383,0,0,0,0,0,0,0,11383,0,2846,11383,0,0,0,0,0,0,0,11383,0,0,0,1,27,2,0,0,2,1,0,0,0,18,27,30852,77072,107924,27,27
2188,0,2,3621,2052,18869,3,10,1,1,1372,0,0,0,1372,1372,0,0,0,0,0,0,0,1372,0,1372,0,0,0,0,0,0,0,1372,0,0,0,1,1,41,1,1,0,4,1,0,0,0,10,26.5,64381,53120.81508,117501.8151,41,8
2189,0,1,6422,771,8887,3,9,1,1,1404,0,0,0,1404,936,468,0,0,0,0,0,0,936,468,1404,0,0,0,0,0,0,0,1404,0,0,0,0,1,58,2,1,0,2,1,0,0,0,7,56,30322,91890,122212,58,54
2190,0,2,7179,420,6525,2,9,4,1,4154,247,899,0,3008,3255,899,247,0,0,0,0,899,3008,0,4154,1146,0,247,0,0,0,899,3008,0,0,0,0,1,50,2,0,0,1,1,0,0,0,11,50,22264,24564,46828,50,29
2191,1,2,5540,1051,3370,3,5,3,1,4932,1881,0,400,2651,2651,2281,0,1881,0,400,0,0,2651,0,1133,4932,0,1881,0,400,0,0,0,2651,0,0,1,1,65,1,0,0,1,0,1,0,0,8,65,11498,1735,13233,65,38
2192,0,2,6264,949,2541,3,4,1,1,1674,837,0,0,837,837,837,0,837,0,0,0,0,837,0,419,1674,0,837,0,0,0,0,0,837,0,0,1,2,95,1,0,0,1,0,1,0,0,7,95,8670,108857,117527,95,13
2193,0,3,3253,1599,6811,1,5,1,1,341,0,0,0,341,341,0,0,0,0,0,0,0,341,0,341,0,0,0,0,0,0,0,341,0,0,0,0,1,30,2,0,1,4,0,0,0,0,7,27,23239,50707,73946,30,19
2194,1,4,4508,1748,20719,1,1,1,1,256,0,0,0,256,256,0,0,0,0,0,0,0,256,0,256,256,0,0,0,0,0,0,0,256,0,0,1,1,26,2,0,1,1,1,0,0,0,5,26,70693,48735.0994,119428.0994,26,50
2195,2,2,2115,1610,15681,4,8,3,1,3084,595,0,650,1839,1882,1202,595,0,0,650,0,0,1288,552,1004,1731,595,0,0,650,0,0,758,1081,1,0,1,2,61,2,1,0,2,1,1,0,0,24,54.5,53504,55257,108761,61,48
2196,0,3,5763,578,11853,4,10,3,1,1504,0,0,400,1104,1104,400,0,0,0,400,0,0,1104,0,452,1052,0,0,0,400,0,0,452,652,1,0,1,1,36,0,0,0,1,1,0,1,0,7,36,40443,77223,117666,36,40
2197,0,2,3321,2173,10263,3,3,2,1,922,80,0,250,592,672,250,80,0,0,250,0,0,592,0,672,80,0,80,250,0,0,0,592,0,0,0,1,2,65,1,1,0,2,0,1,1,0,8,64.5,35017,93742,128759,65,64
2198,0,2,5836,996,13877,4,4,3,1,6600,1250,1650,400,3300,4519,2081,1219,31,0,400,0,1650,3300,0,1860,6600,0,1250,0,400,0,1650,0,3300,1,0,1,1,66,2,0,0,2,1,1,0,0,17,54,47348,122714.5311,170062.5311,66,42
2199,0,2,6729,688,7597,3,1,1,1,3159,1053,1053,0,1053,2106,1053,1053,0,0,0,0,1053,1053,0,2527,3159,0,1053,0,0,0,1053,0,1053,0,0,0,2,36,2,1,0,4,1,0,0,0,11,39.75,25921,10951,36872,36,22
2200,0,2,3161,1646,20021,3,9,1,0,1123,0,0,0,1123,1123,0,0,0,0,0,0,0,1123,0,1123,0,0,0,0,0,0,0,1123,0,0,0,0,1,47,2,0,0,2,1,0,0,0,8,34,68312,41558.72753,109870.7275,47,21
2201,0,2,7979,569,25222,3,5,3,1,2464,1232,0,400,832,2064,400,1232,0,0,400,0,0,832,0,2064,400,1232,0,0,400,0,0,832,0,0,0,1,1,30,2,1,0,4,1,0,0,0,16,24.5,86057,64827,150884,30,9
2202,3,2,1992,3206,9619,1,12,3,1,4704,0,2352,250,2102,2102,2602,0,0,0,250,0,2352,2102,0,4454,2602,0,0,0,250,0,2352,2102,0,0,0,1,1,29,1,1,0,5,1,0,0,0,14,16,32820,49622.20753,82442.20753,29,3
2203,0,3,5594,1129,4952,1,6,3,1,677,0,0,0,677,677,0,0,0,0,0,0,0,677,0,677,0,0,0,0,0,0,0,677,0,0,0,1,1,69,1,0,0,1,0,1,0,1,3,69,16896,91098,107994,69,40
2204,3,2,1394,3230,5866,1,9,3,1,5850,0,2925,400,2525,1683,4167,0,0,0,400,0,2925,1683,842,1640,5090,0,0,0,400,0,2925,760,1765,0,0,0,2,62,1,1,0,2,1,1,0,0,13,58,20015,32311,52326,62,54
2205,0,2,1675,3388,13051,4,5,1,1,986,0,0,400,586,391,595,0,0,0,400,0,0,391,195,219,767,0,0,0,400,0,0,219,367,0,0,1,2,70,1,1,0,2,0,1,0,0,14,67.5,44530,57418,101948,70,65
2206,0,2,4489,355,15803,2,5,2,1,3744,0,1872,250,1622,1081,2663,0,0,0,250,0,1872,1081,541,0,3744,0,0,0,250,0,1872,0,1622,1,0,1,1,37,2,1,0,6,1,0,0,0,11,15,53920,69252,123172,37,1
2207,0,1,4755,676,31653,2,5,4,0,1584,0,0,0,1584,1584,0,0,0,0,0,0,0,1584,0,634,1584,0,0,0,0,0,0,0,1584,0,0,1,1,31,1,1,0,6,1,0,0,0,12,14.5,108000,89081.81958,197081.8196,31,1
2208,0,3,5695,788,11834,5,5,2,1,1170,675,0,0,495,0,1170,0,675,0,0,0,0,0,495,780,1170,0,675,0,0,0,0,0,495,0,0,0,1,21,0,0,0,4,1,0,0,0,8,21.75,40378,41438,81816,21,21
2209,1,5,7331,884,2716,1,10,2,1,949,0,0,0,949,949,0,0,0,0,0,0,0,949,0,237,949,0,0,0,0,0,0,0,949,0,0,0,1,27,1,1,1,4,1,0,0,0,5,23.5,9268,5986,15254,27,1
2210,0,2,4285,1630,15212,3,9,2,1,1680,0,0,400,1280,1280,400,0,0,0,400,0,0,1280,0,1280,400,0,0,0,400,0,0,1280,0,1,0,1,2,29,2,1,0,6,1,0,0,0,15,23,51903,56389,108292,29,2
2211,0,5,5958,873,6233,2,6,1,1,1400,0,0,0,1400,1400,0,0,0,0,0,0,0,1400,0,1400,0,0,0,0,0,0,0,1400,0,0,0,0,1,35,2,0,0,3,1,0,0,0,1,16,21266,55230.41246,76496.41246,35,1
2212,0,2,6363,13,5735,2,7,3,1,1996,0,0,400,1596,1596,400,0,0,0,400,0,0,1596,0,0,1996,0,0,0,400,0,0,0,1596,0,0,0,2,37,2,1,1,3,1,0,0,0,15,25,19568,62049,81617,37,9
2213,0,2,3318,2059,12452,1,5,2,1,1960,0,0,400,1560,1040,920,0,0,0,400,0,0,1040,520,582,1378,0,0,0,400,0,0,582,978,0,0,1,1,58,1,1,0,2,0,1,0,0,11,60.5,42486,86024,128510,58,63
2214,4,1,426,3465,10263,3,5,2,0,1188,0,0,0,1188,713,475,0,0,0,0,0,0,713,475,499,689,0,0,0,0,0,0,499,689,0,0,1,2,84,1,0,0,1,0,1,0,0,5,84,35018,22047.938,57065.938,84,31
2215,2,2,3202,929,6557,4,4,2,1,3350,0,0,0,3350,2513,838,0,0,0,0,0,0,2513,838,1200,2150,0,0,0,0,0,0,1200,2150,0,0,1,1,64,0,0,0,1,1,1,0,0,15,64,22372,60814,83186,64,53
2216,0,2,5610,946,6427,2,3,2,1,4653,0,1519,0,3134,3134,1519,0,0,0,0,0,1519,3134,0,2327,4653,0,0,0,0,0,1519,0,3134,0,0,0,1,52,2,1,0,2,1,0,0,0,20,52,21929,110730.1331,132659.1331,52,52
2217,0,2,5121,1036,7043,3,5,3,1,2784,1080,0,400,1304,829,1955,270,810,0,400,0,0,559,745,889,2298,0,1080,0,400,0,0,486,818,0,0,0,1,49,2,0,0,1,1,0,0,0,13,49,24031,33854,57885,49,27
2218,0,2,4281,1734,30494,3,5,4,0,3360,0,0,400,2960,2960,400,0,0,0,400,0,0,2960,0,2960,400,0,0,0,400,0,0,2960,0,1,0,1,1,46,1,1,0,4,1,0,0,0,7,29.5,104046,72938.90565,176984.9057,46,9
2219,0,2,6630,796,5153,3,10,1,1,2352,1176,0,0,1176,1176,1176,0,1176,0,0,0,0,1176,0,941,2352,0,1176,0,0,0,0,0,1176,0,0,0,1,42,2,0,1,3,1,0,0,0,6,26,17582,102180,119762,42,17
2220,2,2,2180,1345,6712,4,2,1,1,1029,0,0,0,1029,1029,0,0,0,0,0,0,0,1029,0,1029,0,0,0,0,0,0,0,1029,0,0,0,1,2,73,1,1,0,2,0,1,0,0,10,73,22901,81600,104501,73,73
2221,4,4,242,4145,17756,7,5,1,0,899,0,0,0,899,0,899,0,0,0,0,0,0,0,899,899,0,0,0,0,0,0,0,899,0,0,0,0,2,28,2,1,1,4,1,0,0,0,1,15,60583,0,60583,28,3
2222,0,2,3297,2358,12679,5,1,1,1,1024,0,0,0,1024,1024,0,0,0,0,0,0,0,1024,0,1024,1024,0,0,0,0,0,0,0,1024,0,0,1,2,45,2,1,1,8,1,0,0,0,9,20.25,43261,36941,80202,45,8
2223,0,2,4521,1348,36317,3,8,4,0,3564,1188,0,400,1976,3164,400,1188,0,0,400,0,0,1976,0,3164,400,1188,0,0,400,0,0,1976,0,1,0,1,1,48,0,1,0,4,1,0,0,0,24,31,123914,85422.072,209336.072,48,14
2224,1,5,4855,1318,4190,1,4,4,1,803,0,0,0,803,803,0,0,0,0,0,0,0,803,0,402,803,0,0,0,0,0,0,0,803,0,0,0,1,34,1,0,1,5,0,0,1,1,1,16,14296,8849,23145,34,6
2225,0,2,5908,968,5601,3,1,4,1,3038,310,0,250,2478,1487,1551,0,310,0,250,0,0,1487,991,1157,2010,0,310,0,250,0,0,1028,1450,0,0,0,1,75,0,0,0,1,1,1,0,0,4,75,19111,7335,26446,75,40
2226,1,2,4950,1276,10963,3,1,1,1,3600,1200,0,0,2400,3300,300,900,300,0,0,0,0,2400,0,1440,3600,0,1200,0,0,0,0,0,2400,0,0,1,2,71,1,1,0,2,0,1,0,0,4,71.5,37406,4939,42345,71,72
2227,0,1,639,4239,22110,2,7,1,1,938,0,0,0,938,0,938,0,0,0,0,0,0,0,938,938,0,0,0,0,0,0,0,938,0,0,0,0,1,28,0,1,1,7,1,0,0,1,5,16.57142857,75438,11185,86623,28,2
2228,0,2,3652,1686,15308,3,3,1,1,944,0,0,0,944,944,0,0,0,0,0,0,0,944,0,378,944,0,0,0,0,0,0,0,944,0,0,1,2,43,1,1,0,5,1,0,1,0,3,25.4,52231,71191.97046,123422.9705,43,1
2229,0,5,4846,1317,3871,1,3,2,1,1488,0,0,0,1488,1488,0,0,0,0,0,0,0,1488,0,1488,0,0,0,0,0,0,0,1488,0,0,0,1,2,36,2,1,0,4,1,0,0,0,20,19.25,13207,63421,76628,36,6
2230,0,5,6057,1040,4740,3,12,1,1,1088,0,0,0,1088,1088,0,0,0,0,0,0,0,1088,0,1088,0,0,0,0,0,0,0,1088,0,0,0,0,1,21,0,0,0,2,1,0,0,0,2,20.5,16173,33017.73933,49190.73933,21,20
2231,0,2,3583,1663,20143,3,8,4,0,1296,0,0,0,1296,1296,0,0,0,0,0,0,0,1296,0,1296,0,0,0,0,0,0,0,1296,0,0,0,1,1,56,1,0,0,2,1,0,0,0,6,42,68728,42866.60539,111594.6054,56,28
2232,2,2,2671,1636,14015,4,11,4,0,4524,0,0,650,3874,3874,650,0,0,0,650,0,0,3874,0,3874,650,0,0,0,650,0,0,3874,0,1,0,1,1,27,1,1,1,4,1,0,0,0,8,16.5,47819,42870.06529,90689.06529,27,6
2233,0,2,6671,248,16677,3,5,4,0,1798,0,0,0,1798,1798,0,0,0,0,0,0,0,1798,0,0,1798,0,0,0,0,0,0,0,1798,0,0,1,1,64,1,1,0,2,0,1,0,0,7,63.5,56902,81941.64854,138843.6485,64,63
2234,0,2,4992,1298,6486,2,1,2,1,1429,208,0,0,1221,1221,208,0,208,0,0,0,0,1221,0,1429,208,0,208,0,0,0,0,1221,0,0,0,0,2,25,0,1,0,4,1,0,0,1,6,14.5,22130,65807,87937,25,4
2235,0,2,3069,2173,20673,1,11,3,1,5952,0,1984,400,3568,2230,3722,0,0,0,400,0,1984,2230,1338,2450,4378,0,0,0,400,0,1984,1574,1994,0,0,1,1,25,2,1,0,3,1,0,0,0,19,21,70536,30462,100998,25,5
2236,2,4,838,1192,5964,4,6,1,1,928,0,0,0,928,928,0,0,0,0,0,0,0,928,0,0,928,0,0,0,0,0,0,0,928,0,0,0,2,28,2,1,0,4,1,0,0,0,11,31.75,20349,11422,31771,28,16
2237,2,2,1059,967,2993,4,1,3,1,1531,0,566,400,566,1131,400,0,0,0,400,566,0,566,0,0,1531,0,0,0,400,0,566,0,566,0,0,0,1,50,1,0,0,3,0,0,1,1,4,29.33333333,10212,82011,92223,50,20
2238,0,2,6432,970,7218,2,10,3,1,1122,0,0,400,722,722,400,0,0,0,400,0,0,722,0,722,400,0,0,0,400,0,0,722,0,0,0,1,1,68,1,1,0,2,0,1,0,0,11,69.5,24628,81085,105713,68,71
2239,1,2,7580,246,6809,2,5,4,0,4646,929,0,0,3717,4646,0,929,0,0,0,0,0,3717,0,0,4646,0,929,0,0,0,0,0,3717,0,0,1,2,71,1,1,0,2,0,1,0,0,14,66,23232,116890.14,140122.14,71,61
2240,0,4,5150,1721,13947,1,4,1,1,2100,1050,0,0,1050,1838,263,788,263,0,0,0,0,1050,0,1260,2100,0,1050,0,0,0,0,0,1050,0,0,1,1,35,1,1,0,4,1,0,1,1,5,24,47587,99196,146783,35,12
2241,0,2,4219,1856,13490,1,4,2,1,1212,0,0,250,962,962,250,0,0,0,250,0,0,962,0,962,250,0,0,0,250,0,0,962,0,0,0,1,2,43,1,1,0,2,1,1,0,0,5,48.5,46028,40842,86870,43,54
2242,0,2,1542,2581,22132,1,7,2,1,4140,0,2070,400,1670,1670,2470,0,0,0,400,0,2070,1670,0,3740,2470,0,0,0,400,0,2070,1670,0,0,0,0,2,58,2,1,0,2,1,0,0,0,24,56,75514,46717,122231,58,54
2243,0,2,4816,1553,12556,2,4,1,1,1932,566,0,400,966,1610,322,566,0,400,0,0,0,644,322,549,1020,566,0,0,400,0,0,346,620,0,0,0,2,57,2,1,0,2,1,0,0,0,13,51,42841,97652,140493,57,45
2244,1,2,4951,1276,3864,3,1,1,1,1986,630,0,0,1356,1986,0,630,0,0,0,0,0,1356,0,0,1986,0,630,0,0,0,0,0,1356,0,0,1,2,34,2,1,0,4,1,0,0,0,15,17,13184,31129,44313,34,1
2245,2,3,1204,1212,4156,4,7,4,1,2354,0,0,400,1954,1675,679,0,0,0,400,0,0,1675,279,756,1598,0,0,0,400,0,0,756,1198,0,0,0,1,55,2,0,0,1,1,0,0,0,18,55,14180,26243,40423,55,30
2246,0,2,5318,1246,11540,2,1,1,1,3242,802,559,0,1881,1075,2167,0,802,0,0,0,559,1075,806,1346,2461,0,802,0,0,0,559,781,1100,0,0,0,1,44,2,0,0,3,1,0,0,0,6,27,39374,76455,115829,44,17
2247,0,2,3134,1650,10287,2,2,1,1,2700,0,1350,0,1350,1350,1350,0,0,0,0,0,1350,1350,0,0,2700,0,0,0,0,0,1350,0,1350,0,0,0,1,56,0,0,0,1,1,0,0,0,13,56,35099,81240,116339,56,35
2248,0,4,4679,1510,4159,3,1,2,1,458,0,0,0,458,458,0,0,0,0,0,0,0,458,0,458,458,0,0,0,0,0,0,0,458,0,0,1,1,29,0,1,0,4,1,0,1,1,8,15,14191,46408,60599,29,1
2249,0,2,3649,1416,16371,2,5,1,1,4736,672,2032,400,1632,2304,2432,672,0,0,400,0,2032,1632,0,4336,2432,672,0,0,400,0,2032,1632,0,1,0,0,1,31,0,1,0,4,1,0,0,0,11,16.75,55859,100430,156289,31,2
2250,0,2,4738,1251,12336,3,2,2,1,1950,832,0,0,1118,1742,208,624,208,0,0,0,0,1118,0,693,929,624,208,0,0,0,0,397,721,0,0,0,1,39,2,1,0,4,1,0,0,0,17,27,42090,60917,103007,39,13
2251,1,5,4622,1664,4286,1,2,1,1,778,0,0,0,778,778,0,0,0,0,0,0,0,778,0,519,778,0,0,0,0,0,0,0,778,0,0,0,1,23,2,0,1,1,0,0,0,0,8,23,14625,4305,18930,23,13
2252,0,2,6228,890,8371,2,2,2,1,5400,1350,0,400,3650,2738,2663,0,1350,0,400,0,0,2738,913,1250,5400,0,1350,0,400,0,0,0,3650,0,0,0,2,52,2,1,0,2,1,0,0,0,24,51,28562,137989,166551,52,50
2253,0,2,6747,755,13710,3,3,1,1,3000,1000,1000,0,1000,1000,2000,0,1000,0,0,0,1000,1000,0,1800,3000,0,1000,0,0,0,1000,0,1000,0,0,0,2,57,2,1,0,3,1,0,0,0,14,42.66666667,46779,34780,81559,57,21
2254,1,2,4792,1411,3631,3,1,1,1,844,0,0,0,844,844,0,0,0,0,0,0,0,844,0,507,844,0,0,0,0,0,0,0,844,0,0,1,1,84,1,0,0,1,0,1,0,0,8,84,12389,11319,23708,84,31
2255,2,2,2224,810,8252,2,4,3,1,2625,0,0,400,2225,2225,400,0,0,0,400,0,0,2225,0,2225,400,0,0,0,400,0,0,2225,0,0,0,1,1,36,1,1,0,5,1,0,0,0,23,19.4,28156,84275,112431,36,5
2256,0,5,4149,1679,11633,1,4,1,1,968,0,0,0,968,968,0,0,0,0,0,0,0,968,0,968,0,0,0,0,0,0,0,968,0,0,0,0,2,35,2,1,0,2,1,0,0,0,6,30,39691,37232.2994,76923.2994,35,25
2257,2,2,3194,0,5139,4,5,1,1,7392,0,0,400,6992,6992,400,0,0,0,400,0,0,6992,0,0,7392,0,0,0,400,0,0,0,6992,0,0,1,2,57,2,1,0,4,1,0,0,0,22,38.25,17534,44350,61884,57,18
2258,3,2,433,4453,15666,2,10,4,0,672,0,0,0,672,336,336,0,0,0,0,0,0,336,336,336,672,0,0,0,0,0,0,0,672,0,0,1,1,30,1,1,1,4,1,0,1,1,8,17,53453,17649.54561,71102.54561,30,5
2259,0,2,7246,640,13341,2,1,2,1,6293,2070,2070,0,2153,3188,3105,1035,1035,0,0,0,2070,2153,0,0,6293,0,2070,0,0,0,2070,0,2153,0,1,1,2,66,1,1,0,2,0,1,0,0,11,68.5,45519,99916,145435,66,71
2260,1,5,4691,1501,3281,1,1,1,1,816,0,0,0,816,816,0,0,0,0,0,0,0,816,0,0,816,0,0,0,0,0,0,0,816,0,0,0,1,21,0,0,0,2,1,0,0,0,5,21,11195,60713,71908,21,21
2261,0,2,4097,862,8678,3,9,4,0,1120,0,0,0,1120,1120,0,0,0,0,0,0,0,1120,0,1120,0,0,0,0,0,0,0,1120,0,0,0,1,1,44,1,1,0,2,1,0,0,0,9,44,29610,39996.70478,69606.70478,44,44
2262,4,2,969,2741,25022,3,7,3,0,3316,0,0,400,2916,2916,400,0,0,0,400,0,0,2916,0,2916,400,0,0,0,400,0,0,2916,0,0,0,1,2,39,2,1,0,5,1,0,0,0,18,18.2,85376,48295.02499,133671.025,39,1
2263,0,2,5183,1446,5785,2,5,3,1,2670,1335,0,0,1335,2670,0,1335,0,0,0,0,0,1335,0,445,2670,0,1335,0,0,0,0,0,1335,0,0,0,1,54,2,1,0,2,1,0,0,0,23,53.5,19738,136879,156617,54,53
2264,0,4,6286,796,19904,7,1,2,0,1863,0,0,0,1863,1863,0,0,0,0,0,0,0,1863,0,373,1863,0,0,0,0,0,0,0,1863,0,0,0,1,32,1,0,1,3,0,1,0,0,5,19,67912,72893.73161,140805.7316,32,11
2265,0,2,2475,2158,2996,4,3,1,1,1872,0,936,250,686,515,1358,0,0,0,250,0,936,515,172,0,1872,0,0,0,250,0,936,0,686,0,0,1,1,55,1,1,1,1,1,1,0,0,6,55,10222,30746,40968,55,5
2266,0,4,4410,1480,4331,2,4,2,1,568,0,0,0,568,568,0,0,0,0,0,0,0,568,0,189,568,0,0,0,0,0,0,0,568,0,0,1,1,72,1,0,0,1,0,1,0,1,5,72,14777,33340,48117,72,50
2267,1,5,4696,1498,1727,7,1,1,1,940,0,0,0,940,940,0,0,0,0,0,0,0,940,0,313,940,0,0,0,0,0,0,0,940,0,0,1,1,79,1,0,1,1,0,1,1,1,3,79,5893,53611,59504,79,25
2268,0,1,4366,1277,14702,3,6,4,0,1050,0,0,0,1050,1050,0,0,0,0,0,0,0,1050,0,210,1050,0,0,0,0,0,0,0,1050,0,0,0,2,54,1,0,0,1,0,0,0,1,4,54,50163,55613.13082,105776.1308,54,28
2269,0,3,4457,1593,9241,1,3,1,1,4140,1035,0,0,3105,4140,0,1035,0,0,0,0,0,3105,0,4140,0,1035,0,0,0,0,0,3105,0,0,0,0,1,49,2,1,0,4,0,0,0,0,10,31.75,31530,84236,115766,49,2
2270,0,2,5742,1098,15453,1,5,1,1,3264,0,1632,400,1232,986,2278,0,0,0,400,0,1632,986,246,1146,3264,0,0,0,400,0,1632,0,1232,0,0,0,1,29,2,0,0,2,1,0,0,0,9,16,52726,85559.02586,138285.0259,29,3
2271,0,2,5308,1280,6742,3,1,2,1,2470,494,0,0,1976,2470,0,494,0,0,0,0,0,1976,0,2470,494,0,494,0,0,0,0,1976,0,0,0,0,1,45,2,0,0,1,1,0,0,0,8,45,23004,60711,83715,45,10
2272,3,2,1578,2889,20980,6,12,3,1,6720,0,1560,650,4510,4510,2210,0,0,0,650,0,1560,4510,0,6070,2210,0,0,0,650,0,1560,4510,0,0,0,0,1,48,2,1,0,3,1,0,0,0,24,37,71584,71104,142688,48,15
2273,0,2,5853,1049,12968,2,5,3,1,3551,788,788,400,1576,1794,1757,394,394,0,400,0,788,1400,175,1751,3551,0,788,0,400,0,788,0,1576,0,0,0,2,54,2,1,0,4,1,0,0,0,24,31,44247,106675.3513,150922.3513,54,9
2274,2,5,2165,1400,7965,4,5,2,1,637,0,0,0,637,212,425,0,0,0,0,0,0,212,425,212,637,0,0,0,0,0,0,0,637,0,0,1,1,26,1,0,1,3,0,0,1,1,3,12,27177,18287,45464,26,4
2275,0,4,4307,1637,4330,1,1,1,1,550,0,0,0,550,550,0,0,0,0,0,0,0,550,0,275,550,0,0,0,0,0,0,0,550,0,0,0,1,58,2,0,0,1,1,0,0,0,13,58,14775,56698,71473,58,47
2276,0,2,6225,1100,5174,3,1,2,1,2442,1221,0,0,1221,1221,1221,0,1221,0,0,0,0,1221,0,2442,1221,0,1221,0,0,0,0,1221,0,0,0,1,1,88,1,0,0,1,1,1,0,0,5,88,17654,94541,112195,88,16
2277,0,2,6076,1043,9663,3,3,1,1,1440,0,0,0,1440,1440,0,0,0,0,0,0,0,1440,0,1440,0,0,0,0,0,0,0,1440,0,0,0,1,1,45,2,1,0,2,1,0,0,0,12,50,32970,74976,107946,45,55
2278,3,2,1998,2658,11410,2,3,2,1,1219,0,0,0,1219,813,406,0,0,0,0,0,0,813,406,610,1219,0,0,0,0,0,0,0,1219,0,0,1,1,79,1,0,0,2,0,1,0,0,7,49.5,38931,54228,93159,79,20
2279,3,2,1185,3436,21054,1,8,1,1,2208,0,0,400,1808,1808,400,0,0,0,400,0,0,1808,0,1808,400,0,0,0,400,0,0,1808,0,0,0,0,2,41,2,1,0,4,1,0,0,0,13,25.75,71834,51965,123799,41,7
2280,0,2,4404,1647,24286,3,9,4,0,2128,0,0,0,2128,2128,0,0,0,0,0,0,0,2128,0,2128,0,0,0,0,0,0,0,2128,0,0,0,1,2,64,1,1,0,3,1,1,0,0,6,48,82864,48916.17327,131780.1733,64,18
2281,0,5,5570,849,8789,1,1,2,1,1262,0,0,0,1262,1262,0,0,0,0,0,0,0,1262,0,841,1262,0,0,0,0,0,0,0,1262,0,0,0,1,48,2,0,0,3,1,0,0,1,6,25.66666667,29988,128035,158023,48,14
2282,0,4,7629,374,5446,2,1,2,1,716,0,0,0,716,537,179,0,0,0,0,0,0,537,179,179,716,0,0,0,0,0,0,0,716,0,0,1,1,71,1,1,0,2,0,1,1,1,5,71,18582,71618,90200,71,71
2283,0,5,4478,2068,2417,1,2,1,1,1001,0,0,0,1001,1001,0,0,0,0,0,0,0,1001,0,0,1001,0,0,0,0,0,0,0,1001,0,0,1,2,42,0,1,0,5,1,0,0,0,10,18,8248,54518,62766,42,6
2284,0,5,4851,1301,5463,1,9,3,1,959,0,0,0,959,959,0,0,0,0,0,0,0,959,0,959,0,0,0,0,0,0,0,959,0,0,0,0,1,64,2,1,0,2,1,0,0,0,13,62,18640,46774,65414,64,60
2285,0,5,3120,1354,5052,2,9,1,1,1105,0,0,0,1105,1105,0,0,0,0,0,0,0,1105,0,1105,0,0,0,0,0,0,0,1105,0,0,0,0,1,30,1,1,0,2,1,0,0,0,10,30,17237,35966,53203,30,30
